"","name","year","id","initGovt","initRebel","initOther","targetCiv","direct","religion","governance","polNet","employment","stdLiving","clubs","yearsSince1969","govtAttacks","rebelAttacks","loyalistAttacks","govtAll","rebelAll","loyalistAll"
"134","Armagh",1972,6050,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"135","Armagh",1972,6228,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"136","Armagh",1972,5331,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"137","Armagh",1972,5171,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"138","Armagh",1972,6274,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"139","Armagh",1972,4846,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"140","Armagh",1972,4631,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"141","Armagh",1972,5798,1,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"142","Armagh",1972,5796,0,0,1,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"143","Armagh",1972,4823,1,0,0,0,1,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"144","Armagh",1972,110,0,1,0,1,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"145","Armagh",1972,794,0,1,0,0,1,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"146","Armagh",1972,5817,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"147","Armagh",1972,2412,1,0,0,1,1,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"148","Armagh",1972,5276,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"149","Armagh",1972,5624,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"150","Armagh",1972,5954,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"151","Armagh",1972,4644,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"152","Armagh",1972,5605,0,0,0,0,1,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"153","Armagh",1972,6243,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"154","Armagh",1972,5768,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"155","Armagh",1972,801,0,1,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"156","Armagh",1972,5120,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"157","Armagh",1972,4753,0,0,1,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"158","Armagh",1972,6128,1,0,0,0,1,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"159","Armagh",1972,5800,1,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"160","Armagh",1972,4707,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"161","Armagh",1972,5492,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"162","Armagh",1972,6173,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"163","Armagh",1972,4960,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"164","Armagh",1972,4593,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"165","Armagh",1972,4967,1,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"166","Armagh",1972,108,0,1,0,1,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"167","Armagh",1972,6297,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"168","Armagh",1972,4632,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"169","Armagh",1972,5799,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
"170","Armagh",1972,5119,0,0,0,0,0,1.671875,2.78688524590164,1.78846153846154,2.015625,2.91935483870968,35,3,6,2,0,24,35,2
